categories,description,hauteur,largeur,longueur,name,poids,prix,sku,stock,tags,url
pokemon,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.",2,2,2,Sliggoo,38.6,109.0,8675,232,hydration,https://scrapeme.live/shop/Sliggoo/
pokemon,It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,1,1,1,Goomy,6.2,110.0,3506,122,goomy,https://scrapeme.live/shop/Goomy/
jewel,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,1,1,1,Carbink,12.6,171.0,1834,290,carbink,https://scrapeme.live/shop/Carbink/
antenna,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.",,,,Dedenne,4.9,118.0,3410,71,antenna,https://scrapeme.live/shop/Dedenne/
pokemon,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",2,2,2,Hawlucha,47.4,44.0,2009,30,hawlucha,https://scrapeme.live/shop/Hawlucha/
intertwining,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,3,3,3,Sylveon,51.8,48.0,8161,20,cute charm,https://scrapeme.live/shop/Sylveon/
pokemon,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.",8,8,8,Aurorus,496.0,189.0,3008,243,aurorus,https://scrapeme.live/shop/Aurorus/
pokemon,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,4,4,4,Amaura,55.6,155.0,3786,187,amaura,https://scrapeme.live/shop/Amaura/
despot,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.",8,8,8,Tyrantrum,595.2,26.0,2750,58,despot,https://scrapeme.live/shop/Tyrantrum/
pokemon,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,2,2,2,Tyrunt,57.3,62.0,6058,148,royal heir,https://scrapeme.live/shop/Tyrunt/
generator,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",3,3,3,Heliolisk,46.3,83.0,3157,43,generator,https://scrapeme.live/shop/Heliolisk/
generator,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,1,1,1,Helioptile,13.2,62.0,3461,126,generator,https://scrapeme.live/shop/Helioptile/
howitzer,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",4,4,4,Clawitzer,77.8,69.0,1535,65,clawitzer,https://scrapeme.live/shop/Clawitzer/
life,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",9,9,9,Xerneas,474.0,30.0,6107,171,fairy aura,https://scrapeme.live/shop/Xerneas/
pokemon,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,4,4,4,Noivern,187.4,75.0,1413,159,frisk,https://scrapeme.live/shop/Noivern/
pokemon,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,1,1,1,Popplio,16.5,158.0,7912,83,popplio,https://scrapeme.live/shop/Popplio/
heel,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",5,5,5,Incineroar,183.0,36.0,5027,201,blaze,https://scrapeme.live/shop/Incineroar/
fire cat,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",2,2,2,Torracat,55.1,184.0,9406,186,blaze,https://scrapeme.live/shop/Torracat/
fire cat,It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,1,1,1,Litten,9.5,132.0,6456,150,blaze,https://scrapeme.live/shop/Litten/
arrow quill,"Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.",5,5,5,Decidueye,80.7,106.0,7059,268,arrow quill,https://scrapeme.live/shop/Decidueye/
blade quill,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,2,2,2,Dartrix,35.3,169.0,4851,169,blade quill,https://scrapeme.live/shop/Dartrix/
pokemon,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,5,5,5,Volcanion,429.9,45.0,4693,238,steam,https://scrapeme.live/shop/Volcanion/
mischief,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.",1,1,1,Hoopa,19.8,189.0,3194,45,hoopa,https://scrapeme.live/shop/Hoopa/
jewel,It can instantly create many diamonds by compressing the carbon in the air between its hands.,2,2,2,Diancie,19.4,27.0,1266,231,clear body,https://scrapeme.live/shop/Diancie/
order,It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,,,,Zygarde,672.4,83.0,5609,80,aura break,https://scrapeme.live/shop/Zygarde/
destruction,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",,,,Yveltal,447.5,59.0,4540,215,dark aura,https://scrapeme.live/shop/Yveltal/
pokemon,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.",1,1,1,Noibat,17.6,126.0,6099,136,frisk,https://scrapeme.live/shop/Noibat/
iceberg,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,6,6,6,Avalugg,1113.3,71.0,5514,156,avalugg,https://scrapeme.live/shop/Avalugg/
ice chunk,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",3,3,3,Bergmite,219.4,119.0,7042,248,bergmite,https://scrapeme.live/shop/Bergmite/
pokemon,"It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.",2,2,2,Gumshoos,31.3,123.0,3078,125,gumshoos,https://scrapeme.live/shop/Gumshoos/
loitering,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.",1,1,1,Yungoos,13.2,159.0,1383,180,loitering,https://scrapeme.live/shop/Yungoos/
cannon,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.",3,3,3,Toucannon,57.3,77.0,9306,176,cannon,https://scrapeme.live/shop/Toucannon/
brutal star,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.,1,1,1,Mareanie,17.6,47.0,2097,99,brutal star,https://scrapeme.live/shop/Mareanie/
pokemon,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,1,1,1,Rockruff,20.3,149.0,9049,296,keen eye,https://scrapeme.live/shop/Rockruff/
bee fly,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,,,,Ribombee,1.1,100.0,4694,233,bee fly,https://scrapeme.live/shop/Ribombee/
bee fly,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,,,,Cutiefly,0.4,118.0,3090,23,bee fly,https://scrapeme.live/shop/Cutiefly/
pokemon,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.",5,5,5,Crabominable,396.8,65.0,3027,188,crabominable,https://scrapeme.live/shop/Crabominable/
boxing,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.",2,2,2,Crabrawler,15.4,181.0,5483,212,boxing,https://scrapeme.live/shop/Crabrawler/
pokemon,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,4,4,4,Vikavolt,99.2,88.0,8322,62,levitate,https://scrapeme.live/shop/Vikavolt/
battery,"From the food it digests, it generates electricity, and it stores this energy in its electric sac.",1,1,1,Charjabug,23.1,76.0,8497,21,battery,https://scrapeme.live/shop/Charjabug/
larva,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,1,1,1,Grubbin,9.7,77.0,3728,47,grubbin,https://scrapeme.live/shop/Grubbin/
bugle beak,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.",2,2,2,Trumbeak,32.6,59.0,2185,30,bugle beak,https://scrapeme.live/shop/Trumbeak/
pokemon,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",1,1,1,Pikipek,2.6,51.0,3914,246,keen eye,https://scrapeme.live/shop/Pikipek/
pokemon,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,5,5,5,Primarina,97.0,143.0,2133,36,primarina,https://scrapeme.live/shop/Primarina/
pokemon,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",2,2,2,Brionne,38.6,172.0,9296,174,brionne,https://scrapeme.live/shop/Brionne/
fruit,"Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness.",1,1,1,Bounsweet,7.1,193.0,6963,76,bounsweet,https://scrapeme.live/shop/Bounsweet/
pokemon,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.",3,3,3,Salazzle,48.9,166.0,4114,142,corrosion,https://scrapeme.live/shop/Salazzle/
pokemon,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,6,6,6,Bewear,297.6,117.0,7159,96,bewear,https://scrapeme.live/shop/Bewear/
flailing,A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.,1,1,1,Stufful,15.0,70.0,6729,69,flailing,https://scrapeme.live/shop/Stufful/
fruit,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.",3,3,3,Tsareena,47.2,186.0,1097,96,fruit,https://scrapeme.live/shop/Tsareena/
pokemon,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.",2,2,2,Salandit,10.6,158.0,7448,54,corrosion,https://scrapeme.live/shop/Salandit/
illuminating,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.",,,,Morelull,3.3,87.0,8895,71,effect spore,https://scrapeme.live/shop/Morelull/
fruit,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.,2,2,2,Steenee,18.1,27.0,9509,30,fruit,https://scrapeme.live/shop/Steenee/
illuminating,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.",3,3,3,Shiinotic,25.4,75.0,1758,123,effect spore,https://scrapeme.live/shop/Shiinotic/
bloom sickle,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,2,2,2,Lurantis,40.8,159.0,1903,269,bloom sickle,https://scrapeme.live/shop/Lurantis/
pokemon,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,1,1,1,Fomantis,3.3,104.0,9109,209,fomantis,https://scrapeme.live/shop/Fomantis/
pokemon,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.",5,5,5,Araquanid,180.8,48.0,8489,281,araquanid,https://scrapeme.live/shop/Araquanid/
pokemon,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.",1,1,1,Dewpider,8.8,84.0,1034,23,dewpider,https://scrapeme.live/shop/Dewpider/
brutal star,"Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.",2,2,2,Toxapex,32.0,91.0,2160,37,brutal star,https://scrapeme.live/shop/Toxapex/
draft horse,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.",8,8,8,Mudsdale,2028.3,111.0,6401,136,draft horse,https://scrapeme.live/shop/Mudsdale/
donkey,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.",3,3,3,Mudbray,242.5,96.0,9977,117,donkey,https://scrapeme.live/shop/Mudbray/
pokemon,"Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities.",5,5,5,Kommo-o,172.4,170.0,3513,121,kommo-o,https://scrapeme.live/shop/Kommo-o/
pokemon,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they’re regrown.,3,3,3,Hakamo-o,103.6,57.0,9648,288,hakamo-o,https://scrapeme.live/shop/Hakamo-o/
pokemon,They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.,2,2,2,Jangmo-o,65.5,107.0,9665,140,jangmo-o,https://scrapeme.live/shop/Jangmo-o/
placid,This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.,9,9,9,Drampa,407.9,133.0,7808,245,drampa,https://scrapeme.live/shop/Drampa/
pokemon,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.,1,1,1,Togedemaru,7.3,45.0,9583,78,lightning rod,https://scrapeme.live/shop/Togedemaru/
blast turtle,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.,6,6,6,Turtonator,467.4,117.0,4932,16,blast turtle,https://scrapeme.live/shop/Turtonator/
drowsing,The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.,1,1,1,Komala,43.9,65.0,4350,231,comatose,https://scrapeme.live/shop/Komala/
pokemon,"Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known.",7,7,7,Silvally,221.6,133.0,5805,64,rks system,https://scrapeme.live/shop/Silvally/
pokemon,These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,1,1,1,Pyukumuku,2.6,97.0,3988,191,innards out,https://scrapeme.live/shop/Pyukumuku/
pokemon,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,4,4,4,Palossand,551.2,187.0,8991,19,palossand,https://scrapeme.live/shop/Palossand/
pokemon,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,1,1,1,Sandygast,154.3,131.0,7020,276,sand heap,https://scrapeme.live/shop/Sandygast/
hard scale,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.",6,6,6,Golisopod,238.1,32.0,6420,10,emergency exit,https://scrapeme.live/shop/Golisopod/
pokemon,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.",1,1,1,Wimpod,26.5,137.0,2207,87,turn tail,https://scrapeme.live/shop/Wimpod/
pokemon,"They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.",6,6,6,Passimian,182.5,182.0,8046,144,passimian,https://scrapeme.live/shop/Passimian/
pokemon,"Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking.",4,4,4,Oranguru,167.6,139.0,6539,241,inner focus,https://scrapeme.live/shop/Oranguru/
pokemon,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people.",,,,Comfey,0.7,28.0,1719,266,comfey,https://scrapeme.live/shop/Comfey/
land spirit,"As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.",3,3,3,Tapu-lele,41.0,62.0,3073,71,land spirit,https://scrapeme.live/shop/Tapu-lele/
poison pin,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.",2,2,2,Poipole,4.0,130.0,1771,21,beast boost,https://scrapeme.live/shop/Poipole/
gloomdweller,"It sinks into the shadows of people and Pokémon, where it can understand their feelings and copy their capabilities.",2,2,2,Marshadow,48.9,107.0,1160,250,gloomdweller,https://scrapeme.live/shop/Marshadow/
pokemon,Light is apparently the source of its energy. It has an extraordinarily vicious disposition and is constantly firing off laser beams.,7,7,7,Necrozma,507.1,68.0,6307,141,necrozma,https://scrapeme.live/shop/Necrozma/
junkivore,"A dangerous Ultra Beast, it appears to be eating constantly, but for some reason its droppings have never been found.",,,,Guzzlord,1957.7,73.0,3767,54,beast boost,https://scrapeme.live/shop/Guzzlord/
pokemon,A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.,7,7,7,Buzzwole,735.5,172.0,5256,43,beast boost,https://scrapeme.live/shop/Buzzwole/
drawn sword,"One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade.",1,1,1,Kartana,0.2,197.0,8035,77,beast boost,https://scrapeme.live/shop/Kartana/
launch,One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.,,,,Celesteela,2204.4,151.0,9458,58,beast boost,https://scrapeme.live/shop/Celesteela/
glowing,"It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity.",,,,Xurkitree,220.5,174.0,3791,120,beast boost,https://scrapeme.live/shop/Xurkitree/
lissome,"One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world.",5,5,5,Pheromosa,55.1,62.0,4102,254,beast boost,https://scrapeme.live/shop/Pheromosa/
parasite,"One of the Ultra Beasts. It’s unclear whether or not this Pokémon is sentient, but sometimes it can be observed behaving like a young girl.",3,3,3,Nihilego,122.4,67.0,6763,180,beast boost,https://scrapeme.live/shop/Nihilego/
moone,"Said to live in another world, this Pokémon devours light, drawing the moonless dark veil of night over the brightness of day.",,,,Lunala,264.6,58.0,3888,195,lunala,https://scrapeme.live/shop/Lunala/
pokemon,"This Pokémon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world.",,,,Solgaleo,507.1,125.0,4928,260,full metal body,https://scrapeme.live/shop/Solgaleo/
land spirit,"The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness.",4,4,4,Tapu-fini,46.7,123.0,5525,206,land spirit,https://scrapeme.live/shop/Tapu-fini/
land spirit,The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.,6,6,6,Tapu-bulu,100.3,165.0,2204,175,grassy surge,https://scrapeme.live/shop/Tapu-bulu/
land spirit,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.,5,5,5,Tapu-koko,45.2,159.0,9744,215,electric surge,https://scrapeme.live/shop/Tapu-koko/
fireworks,"A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality.",5,5,5,Blacephalon,28.7,149.0,8843,205,beast boost,https://scrapeme.live/shop/Blacephalon/
pokemon,"When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast.",,,,Stakataka,1807.8,190.0,1947,210,beast boost,https://scrapeme.live/shop/Stakataka/
poison pin,"One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive.",,,,Naganadel,330.7,30.0,9798,255,beast boost,https://scrapeme.live/shop/Naganadel/
